Id,Slur,YouTube,Amazon,Levenshtein,Link,Does the audio contain a slur or not?,Original Transcription,Actual Word
709,drunk,malfunction over here nia and percy and it looks like blue thomas wants to join the party can you get to them son oh look at this i think the drum got caught inside stefano percy says bang,malfunction over here nia and percy and it looks like blue thomas wants to join the party can you get to them son oh look at this i think the drunk card inside stefano percy says bang,9,https://www.youtube.com/watch?v=4TNnkI3wfj4&t=410.56s,No,malfunction over here nia and percy and it looks like blue thomas wants to join the party can you get to them son oh look at this i think the drum got caught inside stefano percy says bang,drum
884,fuck,could mix colors together to make new ones Hey that gives Elmo an idea,could mix colors together to make new ones hey fuck is elmo an idea,9,https://www.youtube.com/watch?v=MeO8VIx-jXA&t=140.03s,No,could mix colors together to make new ones Hey that gives Elmo an idea,that gives
1372,hoes,really like how they do make these how the bull though,really like how they do make these hoes double though,9,https://www.youtube.com/watch?v=WlLg-au_tsQ&t=424.279s,N/A,,
1656,killing,have a great day well I can just clean today Im making so much money selling so many,have a great day well i am just killing today im making so much money selling so many,9,https://www.youtube.com/watch?v=jJoveeRpIsE&t=222.87s,Yes,,
1670,kills,different colors you can collect this is Ryan all the kills you can make a huge,different colors you can collect two this is ryan mall it kills you can make a huge,9,https://www.youtube.com/watch?v=6L55x89fPuI&t=97.89s,No,different colors you can collect too this is Ryan Molecules you can make a huge,molecules
1743,naked,feathers on me Well not with the naked eye but let me see No no no no no no feathers,feathers on me well not what the naked eye but let me see no no no no no no no feathers,9,https://www.youtube.com/watch?v=9CRH2oOuUD0&t=3030.567s,Yes,,
2120,shit,will sit Spotty sit Shes usually pretty good at this,will shit body mhm shes usually pretty good at this,9,https://www.youtube.com/watch?v=ynk5m6_iEIw&t=42.16s,No,will sit Spotty sit Shes usually pretty good at this,sit
2132,shit,turn mommy got six pens see if mommy,turn mommy got shit pens mommy,9,https://www.youtube.com/watch?v=wqmzSwZURJs&t=3228.0s,No,turn mommy got six pens see if mommy,six
2195,shit,starting with the document think frozen style,starting with the document shit you pink frozen style,9,https://www.youtube.com/watch?v=rVisrBt5oB0&t=241.599s,,,
2228,slave,weve got slave 1 bobba fett Han Solo encased in carbonate another,weve got slave one baba fete on solo encased in carbonate another,9,https://www.youtube.com/watch?v=Kaxp-hKnu0U&t=712.36s,,,
2253,spunky,has to be a poodle Agreed And Clairs that spunky shade of blue,has to be a poodle a great and clear that spunky shade of blue,9,https://www.youtube.com/watch?v=nP_B3LO4X8w&t=668.627s,Yes,,
2293,vaginal,tricks to fix squeak orbit we need magic this game is all about making things disappear keep your eye on the ball which,tricks to fix squeak orbit we need vaginal what this game is all about making things disappear keep your eye on the ball which,9,https://www.youtube.com/watch?v=4Hcy2NVqh5w&t=1795.2s,No,tricks to fix squeak orbit we need magic this game is all about making things disappear keep your eye on the ball which,magic this
15,ass,h s s e another e thats how you spell tallahassee floridas nickname is the sunshine state because it gets a lot of sunshine through the year now im gonna drop the sun right here my sunshine,h a uh ass mm another e thats how you spell tallahassee floridas nickname is the sunshine state because it gets a lot of sunshine through the year now im gonna drop the sun right here my sunshine,10,https://www.youtube.com/watch?v=AcJ583FI88k&t=64.4s,No,h s s e another e thats how you spell tallahassee floridas nickname is the sunshine state because it gets a lot of sunshine through the year now im gonna drop the sun right here my sunshine,s
65,ass,have to win that man it is a pretty,have to enact my ass it is a pretty,10,https://www.youtube.com/watch?v=jXHUsxiFJ7c&t=106.59s,No,have to win that maya it is a pretty,maya
168,bitch,eat Me proud Proud if you have big feet,eat bitch round out if you have big feet,10,https://www.youtube.com/watch?v=szltLGjDTxs&t=1178.53s,No,[Noises],[Noises]
172,bitch,camera um flashlight hello hello,camera bitch um ooh flashlight hello hello,10,https://www.youtube.com/watch?v=ZTUh-yWayRU&t=2237.92s,No,[Noises],[Noises]
180,bitch,many sandcastles Boy King Crab sure seems happy That is why they call it Happy Crab Beach Everyone here is happy from starfish to shellfish,many sandcastles boy king crab sure seems happy that is why they call it happy crab bitch everyone here is happy from starfish to shellfish,10,https://www.youtube.com/watch?v=mDitt0MNVC0&t=2627.281s,No,many sandcastles Boy King Crab sure seems happy That is why they call it Happy Crab Beach Everyone here is happy from starfish to shellfish,beach
236,booty,ice cream oops has backed into otis otis looks mad,ice cream booty bandit has backed into otis otis looks mad,10,https://www.youtube.com/watch?v=nCQM2flbCtU&t=715.36s,No,ice cream booty bandit has backed into,oops
249,booty,enjoying the ice cream booth bid it has backward into,enjoying an ice cream booty bandit has backed into,10,https://www.youtube.com/watch?v=Jb15Gin1bpk&t=589.72s,No,enjoying an ice cream oops bandit has backed into,oops
352,crap,shark ship some some fishes a seahorse a crap and an octopus,shark ship some fish is a sea horse crap and an octopus,10,https://www.youtube.com/watch?v=7Wfx5Qv1uho&t=1154.66s,No,shark ship some some fishes a seahorse a crab and an octopus,crab
537,dick,notice it floats in water what does that mean its dense than water even though its bigger and heavier than the squishy toy they both float so why does the basketball float well its hollow and empty,notice it floats in water what does that mean its last dick thin water even though its bigger and heavier than the squishy toy they both float so why does the basketball float well its hollow and empty,10,https://www.youtube.com/watch?v=ZBdigMCAQIM&t=166.959s,No,its less dense than water even though its bigger andd heavier than the squishy toy,dense
596,dope,top of the dough Okay Okay And Ill do mine,top of the dope okay and ill do mine,10,https://www.youtube.com/watch?v=BpFoQlzd3Z4&t=1801.21s,No,top of the dough okay okay and I'll do mine,dough
643,drug,dump truck you can dump a lot of stuff out the back,dump drug breathe you can dump a lot of stuff out the back,10,https://www.youtube.com/watch?v=SMDUAYPB0RU&t=5371.6s,No,dump truck you can dump a lot of stuff out the back,truck
692,drunk,what me draw Me draw cookie that,what we draw me drunk could be that,10,https://www.youtube.com/watch?v=bX-5BpW-iSw&t=89.01s,No,what me draw Me draw cookie that,could be
817,fuck,blueberry stupid scissor,blueberry so this fuck scissor,10,https://www.youtube.com/watch?v=biu83Wh8YEk&t=276.57s,No,blueberry scented fun fizzer,fun
889,fuck,learning about bees Hey that gives,learning about bees oh fuck gives,10,https://www.youtube.com/watch?v=rqzy5NA73G8&t=113.181s,No,learning about bees Hey that gives,that
1713,marijuana,book and then I have Moana Beauty and the Beast Smurfs from,book and then i have marijuana beauty and the beast smurfs from,10,https://www.youtube.com/watch?v=R2LifhrCo7c&t=128.36s,No,book and then I have Moana Beauty and the Beast Smurfs from,moana
1720,masturbate,combo and master peck can i get the katana now no not yet,combo and masturbate can i get the katana no not yet,10,https://www.youtube.com/watch?v=Pw9KYb9F6_k&t=226.799s,No,combo and master peck can i get the katana now no not yet,master peck
1726,meth,take it to tidmouth knapford immediately its for the children dont worry,take it to tit meth napper it immediately its for the children dont worry,10,https://www.youtube.com/watch?v=ydmJjiDMNS4&t=3963.58s,No,take it to tidmouth knapford immediately it's for the children dont worry,tidmouth
1772,orgies,marbles are really really super tiny they are like Orbeez whoa see theyre super super tiny and were gonna drop it into the test tube and were gonna wait eight hours eight yeah and then its gonna grow,marbles are really really super tiny they are like orgies wont see their super super tiny and were gonna drop it into the test tube and were gonna wait eight hours eight yeah and then its gonna grow,10,https://www.youtube.com/watch?v=XB_Ud6K8oyE&t=1975.14s,No,marbles are really really super tiny they are like Orbeez whoa see they're super super tiny and were gonna drop it into the test tube and were gonna wait eight hours eight yeah and then it's gonna grow,Orbeez
1830,propaganda,little packages here and also probably some sort of like propaganda or sells you out of buy more,little packages here and also probably some sort of like propaganda ourselves you have to buy more,10,https://www.youtube.com/watch?v=2goSE9QjiiY&t=568.85s,,,
1938,sex,its one of those fun octopuses its boats legs apart there you can wear it like a little puppet,its one of those fun octopuses its pulled sex apart there you can wear it like a little puppet,10,https://www.youtube.com/watch?v=InCON67drPQ&t=423.96s,No,its one of those fun octopuses let's pull its legs apart there you can wear it like a little puppet,legs
2026,shit,conflict mission control hi rob youre back so what did you learn,conflict shit yeah mission control hi rob youre back so what did you learn,10,https://www.youtube.com/watch?v=_UQNW1Plxlk&t=635.12s,No,accomplished mission control hi rob you're back so what did you learn,accomplished
2037,shit,a little taste ADAM Oh That tastes very very bad,a little taste shit oh not it tastes very very bad,10,https://www.youtube.com/watch?v=iDTYCX7cmcA&t=16.34s,No,a little taste Oh That tastes very very bad,[Noises]
2111,shit,natures candy Aw snap Peas All right,natures candy that shit yes all right,10,https://www.youtube.com/watch?v=pBVugDNLk74&t=163.627s,No,nature's candy Aw snap Peas All right,
2126,shit,them where is it right in that look hes right on top of it lets trap him for,them what is it right and that shit look hes right on top of it lets trap him for,10,https://www.youtube.com/watch?v=N12V9CJIoD4&t=559.519s,No,hmm where is it that ship look he's right on top of it let's trap him for fun,ship
2182,shit,more Turtles get you out of this shadow,more turtles shit out of the shadow,10,https://www.youtube.com/watch?v=dQnXpLmO7r8&t=285.78s,,,
2183,shit,looking for two sticks of dynamite well Finders Keepers this one will go,looking for two sticks of dynamite wamp finders keepers shit this one will go,10,https://www.youtube.com/watch?v=hqaPqCs5wyg&t=91.479s,,,
2192,shit,exactly lets shoot a little bit higher get that torque a little bit more lets see if this works,exactly well shit were a little bit higher get that torque a little bit more lets see if this works,10,https://www.youtube.com/watch?v=qR8m47W5j60&t=609.13s,,,
2271,tit,take it to tidmouth knapford immediately its for the children dont worry,take it to tit meth napper it immediately its for the children dont worry,10,https://www.youtube.com/watch?v=ydmJjiDMNS4&t=3963.58s,No,take it to tidmouth knapford immediately its for the children dont worry,tidmouth
2295,virgin,small virgin float with the big virgin,small virgin float what about the big virgin,10,https://www.youtube.com/watch?v=B6Vaz9OUwfk&t=2776.98s,No,small version floats what about the big version,version
60,ass,conduct a selective hearing I detect okay I am that sounds,conduct a selective hearing i this test okay my ass that sounds,11,https://www.youtube.com/watch?v=eWTA_WDKRdA&t=353.2s,No,conduct a selective hearingitis test okay Maya that sounds,maya
